"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11949.3866384396","12253.1304372129","12262.691448332","12294.8958520637","12441.2250735587","12905.0967267453","13350.6202804619","13952.4240856278","14240.2625062345","14789.4510523258","15931.32795228","16733.3139426623","17533.1444453337","18191.8437517317","19314.9445227375","20357.0105230691","22519.0559452484","24132.7940490237","25797.0525581662","25093.7344981526","26150.3306564479","27679.7899966783","28437.2045384951","29736.3572196724","30483.7191368508","30904.4285907385","32328.8240899269","33977.0067080858","35672.9945300912","36795.210930881","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.934539649","5087.43867937345","5192.5805396598","5299.17945454742","5518.6847156619","5636.98925194548","5715.88181925431","5940.06615116382","6077.54063035609","5758.07590573662","5838.9025248881","6094.3518297918","6332.18587423771","6513.29940403056","7117.17066810899","7598.9506417776","8037.88613710275","8294.64314944288","8845.55389092678","8818.67952261285","9090.31005023095","9857.52052282788","10311.4045972003","11153.6852119041","11713.1759081751","11060.2862685275","11034.26917908","11617.9122190573","11839.3432355586","11777.7589200244","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3713.4888458176","3795.05760136862","3969.29213320006","4096.44723464067","4263.63509488647","4464.63994771137","4678.06419174438","4920.25443768011","5149.25902611649","5431.8858305843","5794.12525654866","6015.09573582919","6139.67898913655","6334.5712788004","6648.42901856206","7033.91892170753","7606.75573398818","8219.48274929236","8820.71650563293","9131.49909819552","9522.50916306009","9686.0462638774","11092.7432596071","11221.3803859221","10895.9431672625","11512.4021442637","11192.3730101321","11014.4864791744","11639.2390898864","12261.1812848559","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16973.0675033416","17930.9512934002","18506.8440839041","18741.0447101718","19554.3061333495","20402.7742637372","21028.2802698397","21909.0859964945","22960.5219535127","23840.9647520546","25325.324200677","26505.0080274808","27533.8271217745","27955.0597850953","29054.098805424","30076.9201616976","32490.8728321183","34377.1104621559","35710.1625692799","34814.0784712555","35793.6762197558","37422.2129757044","37792.4605388164","38980.2649477236","39945.0179556178","41030.0006091275","43534.2557794423","45576.1468070826","47507.0333149614","49242.4371561801","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813.96464393541","953.369070288222","1191.11092285754","1258.91014365858","1405.60433460177","1543.82033168704","1580.77081522997","1581.6082988375","1528.58365866223","1639.99834733719","1642.45989228575","1553.45551980097","1547.72245393989","1575.14228517438","1556.66015549904","1578.902664939","1420.73827020827","1459.83008378832","1485.19749586246","1625.50767298855","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13652.550339765","14436.8003027352","14830.2063901308","14947.2729062427","15556.0337438273","16248.2992566801","16938.0311537172","17906.5181732263","19095.8498182234","19954.2902150512","21593.6489980843","22959.0994685548","24371.5988492666","25020.3082108896","26121.974566232","27606.9340516269","30679.1220185374","32430.1224559247","33263.2723985249","32116.0044695562","31706.8774006978","31867.9732396862","31720.1199986535","32434.0032017704","33525.7406299089","34903.1274779473","37286.2134326488","39528.9253872668","40720.1908040246","42185.5861192043","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5790.90232413146","5943.13895049116","6456.6861541639","6866.3588646205","7966.22796821627","8438.0902896761","8419.57197726711","9437.80654804971","10326.3270127933","11670.3655638907","13123.8378110674","14522.4734639209","16624.9117480039","19307.4501937681","22164.748517714","22830.0896302879","20608.8957894538","21811.5118981424","24777.4689285257","26190.552660838","27642.584786115","29135.7051198125","29389.2553208368","31577.0688451249","33856.1811147559","36326.7982301075","38819.3390286313","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","415.023590365624","384.603827488119","346.583566029368","387.325483865611","394.267723246045","413.219942106868","458.32622312538","466.471079510767","442.219479027356","458.305593695785","482.884385700578","519.271669909084","520.339286837525","503.972469824918","571.403661559689","640.658143594136","711.587039630853","792.35361271386","870.715266913154","928.62556339917","1028.32375916808","1134.78450923447","1213.59597169934","1283.57044925133","1513.70323628954","1657.34470426365","1878.81268193814","2021.56290796009","2154.02087685878","2315.34773012818","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14791.7306726345","15461.0425768166","15925.9238164365","16168.814287548","16913.8488741924","17717.9755194555","18307.9728107247","19062.7371995563","19967.9039734306","20746.1673912241","22082.1919115166","23176.0202653866","24185.7225619693","24680.119527335","25840.0317692577","26811.8102197955","29083.9131848798","30992.0777730457","32486.6833763322","31833.3496003601","32880.8725197313","34460.6084938023","34926.3893408799","36081.0411257954","37068.7345126198","38212.4356319587","40576.2935782174","42645.7436433223","44604.0587926647","46466.2900945229","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1774.13592231485","1853.37342710624","1909.64741106523","1929.68897325738","1911.98640622432","1946.66485482887","2015.88803600737","2128.8607812291","2243.00063247131","2282.55076741162","2434.38139005798","2524.9219371787","2531.00500335134","2434.62952736331","2783.45275451557","3014.42393195704","3262.78677485536","3510.13024372918","3711.45171684333","3802.82739901948","3966.26440365066","3942.67293669476","4234.88895806998","4383.66786298042","4464.63703148536","4261.4639896852","4196.97615081511","4338.0968807079","4452.87659374313","4522.04515447959","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18102.2957199232","17516.9398753655","17228.773329907","17435.653681189","18434.0870213453","19539.5334576893","20038.4808067195","21786.9099036934","23575.9949336352","24767.280673451","26796.3603423706","27807.7081100488","28605.1223159604","29021.5670530932","31175.8834703703","32051.7940038456","34409.0274886861","37792.4143812135","40083.6972699668","38000.2456254076","38986.2159635875","40916.8385790274","40873.0953326066","41493.1416470359","41757.4021894413","42497.7049785783","44934.4482077785","47492.7772789317","49748.3265476456","51619.8295661422","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4200.86355070798","4186.46170391695","4485.94663693727","4624.84165310401","4896.13565911052","5060.20049132838","5339.92830231021","5264.73899412117","5345.21844248639","5858.88405316454","5857.12017487523","6090.27590744339","6377.37888438626","6564.57984733377","7086.22653378625","7336.44586275922","7638.64584568599","7694.58569869105","7777.7386940472","7653.44494047453","7914.10092561108","8263.04546194274","8839.5158622356","9536.32634910742","11346.9458380152","12412.3507337891","12631.9121752231","13429.300613666","14178.6024939952","14263.0715868885","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17608.9132266355","18293.5543254794","18915.4163450334","19158.6421971343","19954.8021153737","20727.4249103261","21306.2523947217","22235.9798495247","23358.5013410824","24307.5028056354","26101.9688962674","27501.9337235641","28523.8861886505","28143.6408076059","29036.386661244","30498.5768807102","32425.1238753017","34079.9312716648","35095.2656832956","34703.5984181258","35930.3143995293","37440.6334729758","37679.1189105924","39523.8551519345","40144.0268283679","40849.9973780501","42924.613626021","44577.0645745394","46569.0197507959","49377.1265790966","",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770.75874021876","1917.33422859602","1987.18068800633","2146.61552322104","2136.94730539797","2302.11747976993","2253.40543278293","2150.11441875171","2241.81166117747","2314.78467975792","2489.33489950001","2604.77823686281","2664.00776437792","2759.36270856274","2753.53042112328","2910.62480240181","3017.9144443054","3069.22730771649","3079.90160152824","3154.9146810029","3265.53400159196","3422.35584577393","3388.22435736779","3276.42426147408","3213.90713510002","3349.52480552651","3373.95715550678","3490.13048688552","3544.00482035087","","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12395.5542959991","13231.6512553777","12764.57042788","13223.9788249737","13643.689191636","14249.3019028467","14658.019300766","15374.2630286529","15692.9970899439","14146.9415796728","13852.3502868003","14117.6989406454","13968.8225732337","14199.3111976553","14315.1090497268","14755.3704074531","14366.1874865316","15187.9208196455","14517.8476438716","14177.1735316114","14837.0170141476","15638.7471684984","15356.2354244887","15114.3775115057","15370.9679935145","14699.5360478349","14286.1897045921","15006.8440374987","15098.4454103176","15582.3149116556","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20504.9385479664","21826.5212081874","23021.3844438488","23657.1550069079","24411.4218594498","26421.0117928081","27730.319406787","28997.0577341053","30232.9730965986","31902.6120897817","32592.5145429742","34657.5149790665","35505.3881020793","36644.6977720036","35043.5945011122","36464.4825675756","37169.5471442258","38299.5689881601","39931.2293779137","41289.0758256899","42567.5917974837","44149.9999768118","45744.7104907571","47145.8840978145","48438.5765431723","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5730.90993150877","4641.83105344934","2595.75296108421","1864.29486243614","1732.54492771822","1884.35909935152","2212.6438899287","2568.64333036437","2745.29680458997","2924.39145540716","3104.51566879805","3377.05112661188","3650.85722618158","4157.87940249166","4545.29312196367","5169.06242530316","5860.35839090633","6810.19084575205","7132.20527273598","6986.00455062308","7564.06307018208","8360.29720703065","9826.05275341086","10611.7741169939","11575.547210705","12089.1694050447","12858.4834001898","13589.7073915159","14595.6306437118","15623.1529440601","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1237.36274036527","1308.32992091224","1350.45320468696","1408.69412849722","1445.42977964945","1495.57500992353","1552.14265138642","1604.1501212432","1656.98810210209","1712.40852319427","1771.5365554491","1837.24933745501","1903.14673957815","1989.76621533405","2104.81052425783","2241.28661351963","2394.92984714007","2500.80421844089","2711.87535252801","2792.9678343123","2973.83342056438","3379.48459855514","3781.86552893947","5259.61826664587","5454.14228982243","5117.33746253727","4890.01879161775","4996.63990712773","5321.72798508797","5604.12810435217","",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","883.107978269147","910.647538061771","935.929518167313","980.000746385355","1013.63166411878","1054.49736788493","1092.53568486165","1138.71040971965","1163.32137042517","1195.60083407381","1224.64582454371","1270.11232266154","1330.13054956548","1345.57411721309","1386.78485091094","1443.11692724019","1472.13032304477","1578.98272514028","1638.24924150066","1595.2405614221","1653.71943629872","1743.94910921466","1795.44780781655","1811.33251750093","1804.54328262549","1819.36234274976","2078.64100321761","2417.80379491482","2354.67630193485","2434.61185542617","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1557.05458520067","1597.73441981138","1632.13223790726","1666.96484871028","1653.20487467677","1650.91619221715","1666.09734172197","1723.92259932013","1749.54395404232","1830.73347312239","1913.77573032594","2004.7378453993","1908.25810730943","2011.81075527716","2142.75816430151","2091.54609446881","2078.64229154324","2134.51896463704","2244.4966090246","2341.67944907236","2434.88717523517","2215.75710377647","2199.77775031536","2121.48963271537","2027.03635591229","2066.85935860117","2068.74780128011","2072.64683284207","2209.89259276595","2316.88503024456","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012.66331771712","1075.75123658054","1087.47962942809","1111.49469732426","1146.37084509196","1196.65118685061","1333.00080339659","1416.49336414429","1010.41240765794","1015.48991191262","1072.50981869902","1096.47704783482","1078.8038541593","1080.2477096133","1113.75747338842","1169.45304070807","1203.45094585613","1245.39779136994","1278.24675129574","1298.20126740959","1338.98104821401","1439.28343467148","1355.31356354669","1364.38360971298","1378.23754028997","1597.20425429364","1746.75274593369","1925.23773659951","1888.36247665195","1880.63274702807","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653.93174698686","648.02444829531","864.278617675887","949.740069804314","1092.8257686411","1264.21789963168","2065.19067173662","5049.63677286571","6071.11552128622","7429.80526624845","8617.7350665838","13808.0231851848","16076.1818922544","17891.3194541957","24283.6950092741","27963.363619494","29646.2863921709","33506.4476563378","38407.9243001727","37447.9232203122","32965.864655974","34279.977000164","37570.6353966964","34766.0438762572","33696.2164869995","24042.3530728913","20458.778595283","22550.9581611231","21164.7370796634","18625.4332154907","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13279.472661608","13985.2519519611","14294.4925102095","14314.5774471661","14838.1724800489","15395.3113386265","16110.2041981863","17149.9466626989","18033.0723251667","18464.7320754725","19524.6802172826","20963.8427229272","22615.9356074635","23871.969989623","25439.3544311274","25577.5241052346","28510.9425374082","29284.6739561141","30856.0118395987","30381.4903146476","27934.4082344923","25671.5160853562","24912.1877194116","25947.9441798953","26642.1050002364","26721.1195242313","27471.2415919272","28645.0436174422","29680.9418343832","30869.1509800246","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4729.25199699495","4950.03972197521","4983.64089593284","4947.15010370397","5080.89874192728","5248.19070724412","5541.85688999291","5887.29009210596","6623.56626671992","7154.24188110339","7641.24942559965","7620.79834623061","7976.99384901288","8862.70977596244","9012.66264799437","10495.8283551972","10353.7204895313","11256.6055061126","11554.1986443002","10838.4291881372","10863.4810030685","11116.7478882167","11163.8153053984","11887.3578830457","13042.0556249047","14151.9010690754","15025.5491188142","16217.4998498411","17205.3670105107","17759.6128400887","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3377.36854956973","3523.27207028887","3680.04903059995","3816.58536258702","3955.56970524312","4135.65728914923","4233.00681585163","4389.1885281487","4551.44765206833","4682.51078080511","4840.68532226063","4942.08504826945","5094.97614051928","5205.39505248109","5400.74295601321","5630.50650387989","5991.07200257268","6413.1140881161","6625.47795697967","6582.42986492199","6725.83123889384","7025.67455437816","7320.15341718537","7446.58799148323","7758.49313511813","8194.44068126817","8221.74642722191","8317.36410115835","8654.64280905707","8982.99403997835","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3181.04542230063","3482.35476049426","3816.91018855664","4195.69459363226","4621.78629141881","4940.47885871728","5434.72587373636","5892.02225138578","5890.91012753266","6186.52747195041","6263.28054483557","6559.84815924654","6742.85639360554","6821.42284572692","7108.90742691731","7183.29784705677","7778.4390501361","8219.72379712997","8510.26926062045","8896.88771977535","9319.40870187028","9987.42258004441","10479.7802028926","11023.2337582199","10951.806089186","11198.3015859954","11296.7699725275","12005.4051046745","12777.1609710317","13635.4481578254","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18319.4345954226","19148.1596943675","19937.896982205","20528.5463548024","21508.302555419","22429.2082985331","23410.4570220484","24483.8409697916","25314.5206700892","26340.7853687597","28008.5465520212","28918.0204880567","29853.3513490169","30863.754680387","32583.3994888673","34180.6122092354","36382.5741295901","38162.542701688","39125.0556801618","38116.2440939572","39545.4935865206","41167.2015159888","42294.6271449465","43662.3308367409","44817.4886367299","45576.9472614744","46846.2811463526","48734.9937150869","50747.3623168626","52333.9503616761","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18270.2347137593","19800.2099438102","21334.2254636132","22798.9747436747","24141.525026438","24738.0783909097","25123.5333060372","26637.3840049859","25141.8151024636","25895.6193662605","28253.1936518297","28821.6593999473","29631.0658133959","31165.2222565695","34518.3796002245","38056.7033208245","41697.080015095","45195.0405697743","46773.9048738679","45872.586370668","49185.2278668442","52277.4664432843","52234.5923178244","53691.8374784984","54781.6471649487","56408.936273748","57221.4137637583","59849.2481763342","62529.9838116647","62567.1981140753","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2052.13286969747","1993.46596564313","2102.49156227718","2228.48836130297","2217.36925580234","2336.59022993331","2355.47768844192","2435.42668225385","2479.60702296044","2427.92063851877","2591.33182006218","2648.81186176896","2720.27367721583","2824.6066131014","3006.69595514001","3210.34858637193","3443.77085935893","3671.33194421853","3816.83524756931","3674.23095544369","3778.4619238786","3928.26853820829","4032.58085606675","4142.23845579365","4452.5879909675","4823.39539552507","5147.2451332568","5561.99454219124","5806.2125975999","5980.0555961343","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","995.480373408294","1006.95061826218","995.146921804359","1000.32859222579","995.120350129642","1036.22568439803","1079.84879465791","1114.41999351043","1135.33928486022","1158.77070918029","1201.78945787932","1244.93287518702","1272.50404327765","1318.60038993558","1388.97827432536","1478.91935922972","1576.08842315349","1675.58431968835","1762.30556282017","1807.45478844684","1884.30364841734","1960.43089806292","2007.86272248156","2138.16379980844","2266.97602418164","2369.87154413857","2402.44581010012","2484.91755389551","2582.88948164841","2667.91081916959","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7995.77825836883","8724.58852431421","9467.17832227136","9821.57394280535","9867.61342392976","10587.4260296888","11550.9880503741","12646.8276875904","13549.7944592345","14533.2541647915","15300.6124891502","17421.0070778564","19318.7211179991","20768.8121115103","20009.6278974678","19814.6019709618","20804.3888834311","21168.8512309248","21820.5205185603","22060.7411314836","23005.1011419416","24876.3096691701","26800.118975807","28554.3891018959","30245.9762157222","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1183.42623601538","1222.024609808","1160.72676639029","1102.48396944453","972.98771589136","1071.6683299734","1115.90237863606","1145.02814437151","1162.34333147191","1190.06234266093","2095.53702660942","2098.39189887707","2115.57370413028","2190.72559884069","2185.86462997228","2297.84958611869","2370.15430979656","2528.65166587159","2600.30814735496","2742.47372887222","2628.2777216605","2805.72600539712","2762.44136835175","2872.1900537292","2897.21506921306","2903.35990322763","3025.73272624715","2980.96058438663","3064.15521899046","3028.3093822391","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8305.18867090795","8237.39388215201","8393.54654493987","8837.52206369099","9169.98510548931","9329.28754172332","9821.41823554161","10397.6813631166","10873.2478627727","11858.3344508621","13213.6356338754","14526.3882629125","15465.3653776334","16230.2606619991","17073.5514251442","18337.2051748","19041.0878871359","20696.7285678852","20689.0466371344","21716.6509050862","22999.8306052769","23206.2551155971","24498.6587673236","25642.5566762677","26777.4703988142","27911.664839193","29465.1262413898","31829.5491515393","33949.634560381","",
"IBRD only","IBD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2917.14367711755","3027.68615640376","3115.20952613001","3239.47769502933","3366.46629086606","3538.72190121911","3748.3580099886","3950.45645412252","3984.05739748927","4143.42784156203","4435.3567800282","4648.96171577143","4879.09285066744","5206.03794850024","5708.15405508596","6250.24324418129","6975.57200642361","7715.91543137356","8331.92639269595","8582.29312909789","9261.48123888883","9973.24002339864","10587.5042853412","11084.0301744504","11412.9318490601","11504.4838560607","11912.8976947907","12528.3013157215","13336.3849867544","13953.400229079","",
"IDA & IBRD total","IBT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2597.27090598655","2689.49529274407","2760.93463558856","2858.56617709557","2957.38580729301","3098.95248885913","3272.65864196007","3435.40487147474","3462.97851942137","3591.16243182959","3829.6521489918","4006.3215239166","4195.66461656582","4462.14571828783","4873.96723179661","5317.49117993181","5902.22337728258","6496.48268987972","6983.59892862097","7182.98856941154","7716.11383909575","8268.69171460356","8739.2498203428","9137.01543277254","9407.44172523573","9481.67076531769","9780.65448722169","10250.3647477985","10871.4851262375","11332.6576871932","",
"IDA total","IDA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1268.18717341573","1299.55766936437","1321.85797968046","1328.99029748518","1333.83999016799","1374.49022083812","1429.54016456481","1463.05314854533","1491.63433547117","1526.45127252434","1592.81861127326","1663.55231355429","1736.47611059183","1819.84014473095","1949.1968047442","2089.51127963721","2235.90207618515","2386.13790967167","2498.57364256602","2589.33204629833","2709.78448631683","2817.49474065886","2902.06651565998","3063.1226887107","3230.24784796984","3331.57702475506","3381.19352187593","3503.30029708096","3670.62859809126","3785.65190666904","",
"IDA blend","IDB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1975.04848181273","2032.02799630669","2092.1159927783","2083.2244157839","2096.2472810035","2136.61339922378","2217.38184030709","2241.86419441609","2270.89509350005","2301.66688658512","2385.75326535822","2482.98420869091","2623.44272747233","2749.65869938772","2968.93111201235","3176.30660604885","3383.58655414326","3585.96078907264","3709.0076941814","3848.35864390756","4005.67122789226","4172.3483881906","4248.7757446585","4415.84834384919","4623.91248441017","4690.70520923441","4676.87925821268","4786.58603270463","4956.2702653235","5006.99146693014","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3082.08240722929","3347.89060865562","3585.52782576348","3845.20206911672","4156.64787617249","4522.29301900615","4891.43925258435","5134.50798942187","4447.17430201592","4484.06918906192","4743.94471656535","4956.36110518706","5190.36506184994","5465.26410319843","5816.18175310762","6254.61438201153","6708.57559394908","7229.53828174622","7710.66630411965","8021.7480651122","8505.74814801885","9095.74172295514","9713.90048730631","10067.465744305","10278.1773057998","10247.2063381531","10494.4738000481","10935.6317158256","11644.4097163193","12312.5981450972","",
"IDA only","IDX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","913.499553708115","931.735739174366","934.339657316383","950.614541886681","951.577002833486","993.168990546114","1035.37269850955","1073.78088557157","1102.12214816636","1139.35696247182","1197.31753287113","1255.3469541175","1294.43740550539","1357.041398909","1441.92266943795","1549.26444109467","1665.60324074289","1789.94875992322","1897.09007127302","1962.94421338545","2063.77804256504","2140.55737673457","2228.37709826867","2385.68795611236","2532.00933087811","2651.80445940083","2735.11162374414","2864.99977780497","3033.05740508558","3183.7973455241","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.66848586211","1230.08698337278","1300.7750523326","1367.63667893745","1461.18343687367","1574.31797403587","1691.80477159794","1757.51471524373","1852.81042254699","2009.21569230667","2095.64700617136","2206.44816483846","2287.63002432831","2472.10373642451","2695.89367354208","2953.10925891283","3237.29479935858","3525.31445360065","3650.94294321966","3912.41821142619","4236.74434794867","4493.67064286889","4861.15615236202","5057.23341374821","5233.88234251319","5464.85918639804","5839.86481111144","6185.91097378371","6705.14901491823","6994.02514886126","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13726.3234941516","14381.4253805899","15097.5801252103","15792.2874243759","16990.7937684441","18921.0922612185","20454.977031555","22620.0472575313","25058.8500325113","26995.2614060442","30186.7833121639","32546.5279366825","35212.0946634924","36240.5837430751","38672.4006957992","40437.7746266407","44191.7292043969","46748.1583508292","44283.7300411709","41643.808836148","43331.5368883399","44855.3246749783","46256.5689354062","47897.2917958845","51067.9766083865","69037.5386886848","71928.9609593948","77803.042830625","84145.0569291052","87212.0467264105","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7201.77685170882","8177.84146797208","8442.41898727505","8593.39952110933","8523.81009198197","8777.87463028964","9274.50497534926","9355.0927827236","9539.82703218737","9643.03351169394","10300.5318564","10484.4093180681","11284.4301742384","12341.6113436568","13070.5594888625","13745.9204152236","14702.9592970904","16150.3345044378","16326.3227349257","16433.2601551739","17388.8956144626","18008.8017990522","15950.1005222497","15273.8423174397","15235.7016903585","13588.4688130805","14011.5497101713","14535.8735778483","13795.3174673184","12913.1628381469","",
